Customer_ID,Purchase_Amount,Visit_Duration,Items_Purchased,Store_Section,Weekday
1,174.83570765056163,28.423084048497675,2,Groceries,Tuesday
2,143.08678494144075,21.50246243678403,7,Electronics,Sunday
3,182.38442690503462,80.00732744980003,5,Apparel,Saturday
4,226.15149282040127,87.71232991355913,5,Groceries,Saturday
5,138.2923312638332,13.474475930820624,8,Groceries,Tuesday
6,138.29315215254098,112.98334708680588,3,Groceries,Saturday
7,228.96064077536957,15.716841201661964,5,Apparel,Sunday
8,188.37173645764545,69.54259688311775,3,Groceries,Monday
9,126.5262807032524,87.9966571396008,5,Apparel,Monday
10,177.12800217929822,105.80660361206941,1,Groceries,Friday
11,126.82911535937689,88.54956253456706,7,Electronics,Thursday
12,126.71351232148716,98.1900891376771,2,Groceries,Monday
13,162.0981135783017,47.33952117970867,4,Electronics,Friday
14,54.33598776711011,99.63076251211635,6,Electronics,Wednesday
15,63.75410837434836,18.812633102314265,7,Electronics,Thursday
16,121.88562353795136,108.42983216665804,9,Apparel,Monday
17,99.35844398327882,70.23516137691098,4,Electronics,Sunday
18,165.7123666297637,99.90275469587431,1,Groceries,Wednesday
19,104.59879622393944,59.75501129701301,4,Apparel,Friday
20,79.38481493323543,80.79354647161774,6,Electronics,Monday
21,223.28243844607772,67.90429270297246,3,Apparel,Monday
22,138.7111849756732,90.4748473930865,4,Apparel,Saturday
23,153.3764102343962,18.979298023364855,2,Apparel,Wednesday
24,78.76259068932715,16.638729238962018,6,Groceries,Monday
25,122.78086377374086,37.18135574111611,8,Electronics,Tuesday
26,155.5461294854933,27.549914812450716,7,Apparel,Sunday
27,92.45032112888487,105.89619232514218,2,Apparel,Saturday
28,168.7849009172836,34.113538609384875,6,Apparel,Saturday
29,119.96806550405975,117.34517814010444,9,Electronics,Monday
30,135.41531251033615,47.05853709482175,3,Apparel,Sunday
31,119.91466938853016,30.032970725756922,8,Apparel,Saturday
32,242.6139092254469,96.8668357856727,7,Groceries,Thursday
33,149.3251387631033,82.45785530509637,6,Electronics,Wednesday
34,97.11445355220499,64.80152880984528,10,Groceries,Thursday
35,191.12724560515946,71.08999060313943,5,Electronics,Friday
36,88.95781750144889,89.11219560994903,5,Electronics,Thursday
37,160.44317975023776,35.13002154644286,5,Electronics,Sunday
38,52.016493806011226,119.5967307662416,5,Groceries,Tuesday
39,83.59069755507848,117.22724783614615,4,Groceries,Saturday
40,159.84306179345617,81.53582549816306,10,Groceries,Sunday
41,186.92332899977052,31.949669602205965,3,Groceries,Saturday
42,158.56841405949854,84.82510666744204,2,Apparel,Tuesday
43,144.21758588058796,17.941824987709342,6,Apparel,Saturday
44,134.94481522053556,13.371775242638666,4,Apparel,Thursday
45,76.07390048162863,38.345117736233505,4,Electronics,Friday
46,114.00778958026457,60.88852524132479,8,Apparel,Monday
47,126.96806145201063,105.50997559492185,5,Electronics,Tuesday
48,202.85611131094578,89.98859767429389,4,Groceries,Thursday
49,167.18091447842306,91.69771733199792,7,Electronics,Sunday
50,61.8479922318633,56.80426678928829,4,Electronics,Thursday
51,166.20419846973977,48.05284918016592,2,Apparel,Thursday
52,130.74588597918418,50.814263928306296,2,Groceries,Monday
53,116.15389998470206,118.64145201096636,3,Groceries,Wednesday
54,180.5838144420434,14.412011055373073,3,Apparel,Saturday
55,201.54997612479755,105.37346457346935,8,Groceries,Saturday
56,196.56400595580993,73.65429494296328,6,Groceries,Sunday
57,108.03912383886808,58.24769611085495,0,Groceries,Friday
58,134.53938120743928,89.77834264566502,8,Apparel,Sunday
59,166.5631715701782,63.53358355671731,5,Groceries,Wednesday
60,198.77725635611796,106.07655618898266,4,Electronics,Saturday
61,126.04128810773551,109.07720504123844,5,Electronics,Friday
62,140.71705116680914,56.3893019560801,7,Groceries,Sunday
63,94.68325129969858,40.451057695855674,6,Apparel,Friday
64,90.18966879596647,75.15853614526985,3,Apparel,Thursday
65,190.6262911197099,110.35996801783601,4,Apparel,Tuesday
66,217.81200142854115,33.172840790623326,2,Groceries,Thursday
67,146.3994939209833,78.52632419198311,4,Groceries,Monday
68,200.17664489460122,79.47162421017725,1,Electronics,Saturday
69,168.0818012523817,90.64243246568091,9,Apparel,Friday
70,117.74401226974379,24.472445363998578,3,Electronics,Sunday
71,168.0697802754207,88.74074611502974,1,Electronics,Tuesday
72,226.90182832329845,109.99357727322051,5,Apparel,Sunday
73,148.20869804450243,29.765141975726618,4,Groceries,Saturday
74,228.2321827907003,36.12976574162654,6,Groceries,Friday
75,19.012744795512788,116.85346034458036,5,Electronics,Friday
76,191.09512521876118,29.907464798043875,8,Electronics,Thursday
77,154.35235341190855,103.9823602706537,5,Electronics,Tuesday
78,135.04963247670662,64.15056420928383,7,Electronics,Tuesday
79,154.58803882677512,37.19541818434948,4,Apparel,Saturday
80,50.621554269955354,105.78248913997625,1,Electronics,Friday
81,139.01640560812442,58.983578050293204,5,Electronics,Tuesday
82,167.85562857558733,66.62990893226592,4,Groceries,Tuesday
83,223.89470223707582,49.515670633974224,3,Groceries,Sunday
84,124.08648908631763,75.22459365784202,2,Groceries,Saturday
85,109.57531985534061,27.987625984352505,12,Apparel,Thursday
86,124.91214782077317,53.01896903169368,5,Apparel,Sunday
87,195.7701058851037,116.63535545688163,10,Groceries,Sunday
88,166.43755548298424,38.39467759712403,6,Groceries,Wednesday
89,123.51198981164806,82.24103309954214,1,Electronics,Monday
90,175.66337165566782,45.77090706471644,6,Electronics,Wednesday
91,154.85387746740201,95.08204382552607,2,Apparel,Tuesday
92,198.43224952664445,24.396102679018483,4,Apparel,Friday
93,114.89734530613238,116.68031495863993,5,Electronics,Monday
94,133.61689267011158,59.91684955220032,8,Groceries,Monday
95,130.3945923433921,35.96555096811103,4,Electronics,Friday
96,76.82425259339408,18.084642206301393,2,Apparel,Monday
97,164.8060138532288,28.67336955962948,1,Apparel,Friday
98,163.05276360899447,67.17513434116194,8,Electronics,Monday
99,150.25567283212305,47.07034940744149,8,Electronics,Sunday
100,138.27064333124267,101.17717024708705,4,Electronics,Saturday
101,79.23146289747929,57.39762760279865,1,Apparel,Saturday
102,128.96773386173206,37.35856998463929,9,Groceries,Wednesday
103,132.86427417366153,77.8859485264433,4,Electronics,Sunday
104,109.88613653891906,87.74549385739904,2,Apparel,Monday
105,141.93571441669954,28.374609869104486,4,Apparel,Thursday
106,170.20254284072692,28.438113791714944,3,Apparel,Friday
107,244.3092950605265,14.033856962689727,8,Electronics,Sunday
108,158.72889064159196,91.00422165722046,9,Electronics,Monday
109,162.8775195361382,83.01849803839856,4,Groceries,Saturday
110,146.27770421169163,62.20939633247953,4,Apparel,Saturday
111,54.06143923504793,102.85874938661168,5,Electronics,Friday
112,148.67430622753915,98.62371682450585,11,Apparel,Thursday
113,153.01151049705132,74.38898008364274,8,Apparel,Monday
114,273.1621056242643,105.50984085645845,6,Groceries,Monday
115,140.38195176094388,32.6425331040445,2,Electronics,Thursday
116,165.07736711668062,22.311158133750066,8,Electronics,Thursday
117,148.26441151473784,39.67245726686886,7,Apparel,Thursday
118,91.5660981190234,16.279554169824635,6,Apparel,Saturday
119,207.14114072575103,68.42864808011352,5,Groceries,Friday
120,187.5966516343387,113.02662615244576,3,Groceries,Sunday
121,189.55159735215233,14.327789473536061,5,Groceries,Thursday
122,104.53062726026306,23.432090541102948,3,Groceries,Friday
123,220.13971554680495,59.74189311117788,3,Groceries,Wednesday
124,79.90744686038596,112.72625192806954,7,Groceries,Monday
125,179.34285469001352,44.777171547442556,4,Apparel,Monday
126,259.5227812904989,65.79582895572317,4,Groceries,Tuesday
127,100.47318374346558,14.57301449554313,6,Apparel,Wednesday
128,121.6851135198614,26.317752105829776,6,Apparel,Sunday
129,154.98256825438207,118.52931352547316,3,Electronics,Thursday
130,124.82621729419004,116.163056607965,4,Apparel,Thursday
131,72.46682844669337,10.543397902785058,6,Apparel,Sunday
132,153.42814874030137,114.69929639655629,6,Groceries,Saturday
133,96.88481431369476,80.30319315970505,6,Apparel,Wednesday
134,173.67962153175907,105.47101239720243,6,Groceries,Thursday
135,104.02878828830984,60.0213841197245,3,Groceries,Tuesday
136,227.496720250877,66.71556314371753,5,Groceries,Friday
137,110.83733538318815,63.77312382826122,2,Electronics,Monday
138,133.89692418971623,83.35506833007148,5,Groceries,Wednesday
139,190.67586086848348,25.36163802319442,3,Apparel,Monday
140,88.45678417830223,13.297094885994575,3,Groceries,Friday
141,161.37299673020647,43.872293575031,5,Groceries,Wednesday
142,215.3571377141214,87.51488390103114,11,Groceries,Friday
143,69.62583827193862,32.20387973352432,7,Electronics,Thursday
144,159.2316929266152,84.0775676657409,7,Apparel,Sunday
145,162.99413971242117,116.69032507179975,4,Electronics,Thursday
146,189.09114358886552,20.329078736836024,1,Apparel,Sunday
147,88.1524644560959,83.98623300476389,4,Electronics,Thursday
148,83.97716934578618,58.812524123502826,5,Apparel,Friday
149,176.09707828084487,105.4956479815256,4,Electronics,Friday
150,164.8492336616593,29.48647683921245,4,Groceries,Friday
151,162.52464251729384,86.1888547448781,7,Electronics,Monday
152,167.3224104748488,102.19268186129213,6,Electronics,Friday
153,115.99876392107547,113.90756414214256,8,Groceries,Thursday
154,161.6126848580502,85.15728311186103,4,Groceries,Tuesday
155,164.65362366493406,64.689224040927,3,Apparel,Friday
156,114.2824290986816,77.96319642213352,0,Apparel,Tuesday
157,243.28872555723783,105.579548292659,4,Apparel,Sunday
158,173.69164604558938,72.76707213027126,1,Electronics,Thursday
159,90.43482513986757,13.342576566652054,4,Apparel,Friday
160,182.82768043169148,112.40435650576755,3,Electronics,Monday
161,101.26591648863393,85.84794261347173,5,Electronics,Monday
162,189.3542301871226,84.41647243549711,6,Apparel,Sunday
163,207.9297789503702,33.724266763748886,6,Apparel,Tuesday
164,108.96588408241448,82.47740172559229,4,Electronics,Saturday
165,198.16880646221608,53.32508462195743,4,Groceries,Monday
166,170.63904634682493,81.63562747456413,5,Groceries,Monday
167,191.1030079997245,21.72523333387898,1,Electronics,Monday
168,244.8396491326974,82.36298350633396,9,Apparel,Thursday
169,137.73059419985648,119.93550983477333,7,Electronics,Monday
170,112.31319178212553,15.303324274661163,5,Electronics,Wednesday
171,105.52427851872383,117.4891602643449,4,Apparel,Friday
172,109.2094857517281,54.759875679515766,5,Groceries,Sunday
173,146.1449145292948,105.78287953709851,4,Electronics,Monday
174,167.0575987408322,96.06240324641008,1,Groceries,Saturday
175,163.83453996650096,72.37178870853346,3,Groceries,Saturday
176,191.35916245180118,91.22941301764591,7,Apparel,Monday
177,150.65009459389535,106.63671174314827,6,Electronics,Monday
178,222.67670385786585,54.455435381613626,10,Electronics,Wednesday
179,136.7671583381022,45.97364777195626,4,Groceries,Monday
180,286.00845832948096,83.43527241199432,5,Groceries,Monday
181,181.28336738825033,98.86305361353844,6,Apparel,Friday
182,107.14212217918588,93.85136482542774,6,Groceries,Saturday
183,96.45537509694438,97.7595013744498,8,Apparel,Wednesday
184,174.12362076215928,57.91416462942263,4,Electronics,Saturday
185,138.82686073370746,99.96176377925238,3,Apparel,Wednesday
186,185.7000247046046,23.222996090766927,3,Groceries,Saturday
187,173.66188122867723,69.89380077569345,9,Electronics,Monday
188,146.35855436715636,10.633452654793373,7,Apparel,Saturday
189,107.66031409657975,45.70444128902973,2,Electronics,Saturday
190,74.25763876570677,50.310768835853764,2,Apparel,Wednesday
191,127.67425239664894,53.57899607701809,4,Groceries,Sunday
192,192.81993971617362,86.50139273588483,6,Groceries,Tuesday
193,160.7046872065102,52.74139113973803,9,Electronics,Wednesday
194,87.71306106440059,59.35629848847837,11,Electronics,Wednesday
195,158.6590462925591,36.12985439617602,4,Electronics,Wednesday
196,169.26586898644183,51.05769707922741,7,Apparel,Thursday
197,105.80712818994334,34.99965899894666,7,Groceries,Sunday
198,157.6862552972764,18.0515516145288,3,Electronics,Thursday
199,152.9104359223,76.37934527195156,7,Electronics,Thursday
200,92.85148510846884,83.50340784105178,5,Electronics,Wednesday
201,167.88936801741417,78.1439380610576,2,Apparel,Tuesday
202,178.03922631841172,60.98434481806296,9,Electronics,Wednesday
203,204.15256215876386,51.77643581971528,6,Electronics,Monday
204,202.69010260174514,104.96670145290078,3,Apparel,Tuesday
205,81.11653160214544,67.09899636498399,6,Apparel,Thursday
206,103.10874800424386,62.71000653927041,3,Electronics,Saturday
207,175.751763360433,12.820627238707925,2,Electronics,Saturday
208,175.68929754561043,47.5372610388772,8,Apparel,Sunday
209,175.7523843153024,51.82151806644428,4,Groceries,Friday
210,342.63657453273606,53.870505898659054,5,Apparel,Sunday
211,178.54452553465836,73.81896061500655,4,Groceries,Tuesday
212,206.77828200902994,68.69628013995663,3,Electronics,Thursday
213,197.70008817466012,76.86956020727891,4,Electronics,Tuesday
214,182.5695625652899,94.13715876963411,3,Groceries,Tuesday
215,134.23653776798272,99.42843125877029,11,Apparel,Saturday
216,187.94846102466337,88.99353838491439,6,Electronics,Wednesday
217,111.35873927312142,115.10760655504282,5,Groceries,Monday
218,138.15906966299957,12.00558409439978,5,Apparel,Friday
219,125.73182260854483,31.53557842519007,5,Groceries,Thursday
220,154.09370696931612,10.831916247595633,3,Apparel,Tuesday
221,265.73292833367543,81.22221855700633,6,Apparel,Friday
222,56.636740370412596,108.78336038449856,4,Apparel,Tuesday
223,184.31300951872566,36.78305262339292,5,Apparel,Saturday
224,69.36420644051742,111.97379992759373,3,Groceries,Monday
225,126.40340671052833,16.629412931851693,7,Groceries,Saturday
226,204.4475298483683,112.78796294860658,3,Groceries,Friday
227,153.21400095477313,48.67849559635979,6,Groceries,Thursday
228,96.1127611035347,21.156291129413816,7,Groceries,Tuesday
229,114.2348145370016,63.44589351049582,1,Apparel,Monday
230,183.97988744673378,38.24542244925587,6,Electronics,Saturday
231,113.48166841414317,41.33601921581151,4,Electronics,Friday
232,160.82292947909875,43.801896141891525,2,Groceries,Saturday
233,152.27859199519068,98.33284876159297,2,Groceries,Tuesday
234,117.41998261970915,69.307740434278,5,Electronics,Tuesday
235,257.19720446626627,44.2438469071604,5,Apparel,Thursday
236,181.69595111590056,77.13671616420102,3,Groceries,Monday
237,48.74287066711965,88.77657416455129,5,Apparel,Wednesday
238,159.32271573847137,39.98864008068871,11,Electronics,Saturday
239,116.9106767615806,55.49040116778867,2,Electronics,Tuesday
240,192.6216667398112,23.40747026706423,6,Groceries,Friday
241,110.37396307836497,29.926428448814836,5,Apparel,Saturday
242,144.26317792665506,84.92296393614811,3,Groceries,Thursday
243,175.24936394902286,29.958218246518964,4,Electronics,Thursday
244,193.2877597085061,67.76797220337662,10,Apparel,Tuesday
245,89.9851796472112,87.9950887894676,1,Groceries,Tuesday
246,133.27493820795257,21.756461540421824,8,Groceries,Tuesday
247,126.25273444195219,72.40434415917939,3,Groceries,Sunday
248,117.3335383713144,38.22190620715001,5,Electronics,Wednesday
249,238.27271201405483,115.92195627613378,4,Groceries,Tuesday
250,170.2490855480478,63.19002113919172,11,Apparel,Saturday
251,86.95580228324775,98.65918047526739,3,Groceries,Saturday
252,195.8930973527388,70.52491963718879,4,Electronics,Sunday
253,256.10780985063167,14.775378614030108,3,Groceries,Sunday
254,201.62326302755736,79.64665131534245,3,Electronics,Monday
255,74.03150170229932,114.65436764273227,8,Electronics,Friday
256,125.78829635668743,76.17730021609643,1,Apparel,Tuesday
257,213.34555745933113,100.11077453694692,5,Apparel,Saturday
258,114.61652671906097,107.26271096832485,7,Groceries,Sunday
259,172.19097140731142,35.08877491438257,3,Electronics,Saturday
260,188.73170267146685,33.32493238990493,7,Electronics,Saturday
261,103.65347642109586,77.20790877360909,5,Apparel,Sunday
262,147.02373219691,55.21313167873752,7,Apparel,Wednesday
263,-12.063367003453635,102.38474331533924,5,Groceries,Sunday
264,98.7806179332855,109.00254357378122,7,Electronics,Sunday
265,137.371592430342,48.876351723298995,5,Apparel,Friday
266,87.61084090175753,36.055761487193024,4,Groceries,Sunday
267,231.62056519658177,95.8578066768248,5,Electronics,Thursday
268,78.49293110196837,40.22866391029497,11,Electronics,Sunday
269,127.99777566515081,100.48757503650462,7,Apparel,Saturday
270,156.53702886430457,56.61120790136391,6,Groceries,Tuesday
271,222.06366445330576,83.43048892206176,3,Apparel,Saturday
272,78.20689244102803,20.5088845218135,0,Groceries,Friday
273,208.15818760774798,78.62452571442303,10,Electronics,Thursday
274,150.51165305097936,59.694444661095204,5,Groceries,Sunday
275,100.92456744760246,74.52693094930216,5,Groceries,Wednesday
276,173.10517371316354,28.481562851934974,3,Groceries,Monday
277,159.9529847786735,91.05611194386003,4,Groceries,Sunday
278,119.98915614206027,104.90767852975515,2,Groceries,Tuesday
279,153.49010424950094,33.84137800998532,2,Apparel,Monday
280,130.734320156912,20.52860110721779,7,Groceries,Wednesday
281,155.6758672625624,12.600244465097003,3,Groceries,Friday
282,183.10653372605233,80.61686504875927,1,Electronics,Friday
283,229.3008408072676,76.78034396976588,3,Groceries,Wednesday
284,88.10922505865756,70.1367153985477,7,Electronics,Saturday
285,256.65166873281333,35.5141805727573,5,Apparel,Wednesday
286,52.39561002387491,52.99965954960661,5,Apparel,Sunday
287,142.41074524822082,75.39239687047903,4,Groceries,Tuesday
288,179.41586032422882,64.64435447450863,5,Apparel,Thursday
289,164.04959338675164,118.6564072236376,5,Groceries,Sunday
290,118.86502400897031,25.008372781240645,3,Apparel,Sunday
291,139.59388748213624,86.46590094523532,3,Groceries,Sunday
292,125.34995326705837,54.47506449147213,6,Groceries,Monday
293,120.53176215278943,57.10195764181762,6,Electronics,Monday
294,192.48010485105124,88.93575422239938,4,Electronics,Friday
295,167.85077429825236,86.16797664568067,9,Electronics,Sunday
296,115.35452023696729,119.03815930724072,6,Electronics,Saturday
297,194.97999377166252,24.123371839953776,5,Groceries,Friday
298,165.36497604383047,21.452061432258297,5,Apparel,Tuesday
299,190.64310594194802,89.67726988416153,4,Groceries,Wednesday
300,181.48144209618061,73.622560870705,10,Electronics,Monday
301,108.55024945389638,40.15767332157864,6,Electronics,Sunday
302,121.99094799015153,18.736130588788527,2,Apparel,Tuesday
303,187.3646802561631,19.42240745560736,4,Electronics,Friday
304,180.51851327167324,108.36099621305301,3,Groceries,Friday
305,148.95492030179258,31.105405719061718,2,Groceries,Monday
306,155.8663691654391,45.57087183270728,5,Groceries,Friday
307,213.88324478942124,34.93220424496868,6,Groceries,Saturday
308,120.4214305582085,49.049593641513106,5,Groceries,Friday
309,177.3548690585019,17.63662270207027,10,Apparel,Thursday
310,139.89036737830529,67.09657699990974,5,Groceries,Wednesday
311,139.11593983863898,17.43738199514364,5,Electronics,Friday
312,204.9388425993595,98.03921586045978,4,Electronics,Thursday
313,191.27081744940148,35.70832901014764,4,Electronics,Tuesday
314,190.67548180003192,69.40131060649617,3,Electronics,Friday
315,215.27394035771647,106.8086996317604,6,Apparel,Saturday
316,151.05019208163796,81.59651059519136,4,Electronics,Tuesday
317,184.0976485647482,68.62535652064687,2,Apparel,Sunday
318,134.4866621703272,45.676712842691316,9,Electronics,Friday
319,166.2083176244221,46.630210436401775,5,Apparel,Monday
320,143.49284728161578,83.64356507180091,9,Apparel,Thursday
321,154.8497982496359,119.35532973432842,5,Apparel,Thursday
322,179.75785127184568,82.80231088343164,5,Electronics,Monday
323,109.08896583832637,71.35617591070275,1,Apparel,Wednesday
324,254.619363784273,90.37155612631707,5,Groceries,Sunday
325,99.6991309250149,61.172617351209,8,Groceries,Saturday
326,89.29056936061339,16.615657686086372,6,Electronics,Thursday
327,207.9055436750034,71.85264974657008,2,Groceries,Tuesday
328,189.5831346981468,115.33878129559183,5,Groceries,Saturday
329,181.20599085260775,29.28332365934256,5,Groceries,Thursday
330,181.417275463214,85.90053799027324,4,Electronics,Sunday
331,149.38766135765428,32.10270575249621,6,Electronics,Wednesday
332,105.13728142570842,68.94104529203894,5,Groceries,Sunday
333,153.7902279096863,20.634409461139157,6,Electronics,Tuesday
334,116.14191442439441,59.540802988400365,5,Apparel,Sunday
